102610367951;North Male Atoll Male Republic of Maldives;;CINNAMON DHONVELI MALDIVES;res.dhonveli@chaayahotels.com.mv;9606640055;Мальдивский архипелаг;Мальдивы
102610367955;Angaga Island South Ari Atoll;;ANGAGA ISLAND RESORT & SPA;1@1.com;;Мальдивский архипелаг;Мальдивы
102610387452;3/248 Moo 6, Pattaya 3rd Rd. Naklua;;J.A VILLA PATTAYA;info@javilla-pattaya.com;+66 (0) 38 415 472-7;Паттайя;Таиланд
102610313765;217/1 M.10 Soi 8, Beach Road, Pattaya City, Thailand;;SUNSHINE HOTEL & RESIDENCES;rsvn@sunshinepattaya.com;+66 38429247, +66 38429910, +66 38414174-9;Паттайя;Таиланд
102610377401;Fesdu Island North Ari Atoll Republic of Maldives;;W RETREAT & SPA MALDIVES;reservations.wmaldives@whotels.com;6662222;Мальдивский архипелаг;Мальдивы
102610367957;South Male Atoll Republic of Maldives;;TAJ EXOTICA RESORT & SPA MALDIVES;exotica.maldives@tajhotels.com;9606642200;Мальдивский архипелаг;Мальдивы
102610367958;Nalaguraidhoo South Ari Atoll;;SUN ISLAND RESORT & SPA;info@sun-island.com.mv;94115531611;Мальдивский архипелаг;Мальдивы
102669558774;Haihua Road, 21号;21号;HERTON SEA VIEW;;86 898 88677666;Санья;Китай
102610367960;Horubadhoo Baa Atoll Republic of Maldives;;ROYAL ISLAND RESORT & SPA;info@royal-island.com.mv;94115531611;Мальдивский архипелаг;Мальдивы
102610009288;;;SEA BREEZE JOMTIEN RESORT;;;Паттайя;Таиланд
102610313755;240/3 Moo 5 North Pattaya Circle, Pattaya City, Chonburi, 20150, THAILAND;;SUNSHINE GARDEN RESORT;info@sunshinegardenresort.com;+66 (0) 38421300-1, +66 (0) 38427715-6;Паттайя;Таиланд
102610367961;Lankanfinolhu Island North Male' Atoll PO Box 2073;;PARADISE ISLAND RESORT & SPA;info@paradise-island.com.mv;94115531611;Мальдивский архипелаг;Мальдивы
102610388248;Moo 12 Jomtien Beach Rd, 457;457;SARITA CHALET & SPA;;+66 038 233952;Паттайя;Таиланд
102610367963;Kanuhura, Lhaviyani Atoll, Republic of Maldives;;KANUHURA MALDIVES;;Tel: +960 662 0044;Мальдивский архипелаг;Мальдивы
102610367964;Olhuveli South Male' Atoll;;OLHUVELI BEACH RESORT;info@olhuveli.com.mv;+960 664 2788;Мальдивский архипелаг;Мальдивы
102610381398;Vihamanafushi North Male Atoll;;KURUMBA MALDIVES;kurumba@kurumba.com.mv;960442324;Мальдивский архипелаг;Мальдивы
102610376904;Rangali Island 2034 Maldives;;CONRAD MALDIVES RANGALI ISLAND;conrad_maldives@conradhotels.com;9606680629;Мальдивский архипелаг;Мальдивы
102610367968;Kuda Huraa Male Atoll Republic of Maldives;;FOUR SEASONS RESORT MALDIVES AT KUDA HURAA;1@1.com;;Мальдивский архипелаг;Мальдивы
102610001174;345 Jomtien Beach, Pattaya City, Chonburi Thailand;;PATTAYA PARK BEACH RESORT;reservation@pattayapark.com;025799672-4;Паттайя;Таиланд
102610367970;Bodu Hithi Nord Male Atoll;;COCO PALM BODU HITHI;1@1.com;;Мальдивский архипелаг;Мальдивы
102610001214;Patak Road, 333;333;HILTON PHUKET ARCADIA RESORT & SPA;phuket.reservations@hilton.com;+66(0)76396433-41;о.Пхукет. Пляж Карон;Таиланд
102610367972;Island Vabbinfaru Nord Male Atoll;;BANYAN TREE MALDIVES VABBINFARU;1@1.com;;Мальдивский архипелаг;Мальдивы
102610367974;North Male Atoll;;BANDOS ISLAND RESORT & SPA;sales-vilamendhoo@pch.com.mv;9606444487;Мальдивский архипелаг;Мальдивы
102610367975;Furi Island South Nilandhe Atoll Dhaalu Atoll;;ANGSANA RESORT & SPA VELAVARU MALDIVES;1@1.com;;Мальдивский архипелаг;Мальдивы
102610504987;Playa Las Galeras Samana;;GRAND PARADISE SAMANA;info@amhsamarina.com;809-538-0020;Самана;Доминиканская Республика
102610367976;North Male Atoll Republic of Maldives;;ANGSANA RESORT & SPA IHURU MALDIVES;1@1.com;;Мальдивский архипелаг;Мальдивы
102610001253;175 Koktanode Road, T. Karon, A. Muang, Phuket 83100 Thailand;;CHANALAI FLORA RESORT;info@chanalaifloraresort.com;+6676330148-50;о.Пхукет. Пляж Ката;Таиланд
102610504765;Playa Dorada, Puerto Plata.  Dominican Republic;;AMHSAMARINA GRAND PARADISE PLAYA DORADA;infoplayadorada@amhsamarina.com;+1 809-320-3663;Плайя Дорада;Доминиканская Республика
102610392796;707 Patak Road, Muang , Phuket 83100;;SECRET CLIFF VILLA;;6676286750-3;о.Пхукет. Пляж Карон;Таиланд
102610506465;Complejo Playa Dorada Calle principal 538 Puerto Plata;;BLUEBAY VILLAS DORADAS;jrecepcion.villasdoradas@hotetur.com;018093203000;Пуэрто-Плата;Доминиканская Республика
102610001251;206/24 Rat-u-Thit 200 Pee Road, Patong Beach, Kathu, Phuket;;THE VIRIDIAN RESORT (ex. SEA SUN SAND RESORT);info@viridianphuket.com;+66 (0) 88 3912815/ +66 (0) 88 7620709;о.Пхукет. Пляж Патонг;Таиланд
102610505047;365 George Washington Avenue Santo Domingo;;MELIA SANTO DOMINGO;meliasd@codetel.net.do;809 2216666;Санто-Доминго;Доминиканская Республика
102610492959;carretera Samana- Las Galeras, s/n\;Los Cacaos a"" Samana a"" Prov. Samana - Republica Dominicana;;LUXURY BAHIA PRINCIPE SAMANA DPC (only adults 18+);info.samana@bahia-principe.com;+1 (809) 538 3434;Самана
102610492757;Crta. las Terrenas - El Limon, Km 4. Las Terrenas. Samana. Republica Dominicana;;GRAND BAHIA PRINCIPE EL PORTILLO;info.elportillo@bahia-principe.com;+1 (809) 240 61 00;Самана;Доминиканская Республика
102610525030;Isla Cayo Levantado Samana;;LUXURY BAHIA PRINCIPE CAYO LEVANTADO DPC (only adults 18+ till 30/4/18);;18095383135;Самана;Доминиканская Республика
102610493654;Ctra. Luperón, km. 4 Marapicá 57000 Puerto Plata · Dominican Rep.;;IBEROSTAR COSTA DORADA;costa.dorada@iberostar.com.do;+1 809 320 10 00;Плайя Дорада;Доминиканская Республика
102610492258;Loma Puerto Escondido, s/n\;PO Box: 32000 a"" Samana a"" Prov. Samana - Republica Dominicana;;GRAND BAHIA PRINCIPE CAYACOA;info.cayacoa@bahia-principe.com;+1 (809) 538 3131;Самана
102610504215;Carretera Luperon, Km. 5 | 547 Complejo Playa Dorada, Puerto Plata;;BARCELO PUERTO PLATA;puertoplata@barcelo.com;+1 809 320 5084;Плайя Дорада;Доминиканская Республика
102610316265;14,16 RAT-U-THID 200 PEE RD., PATONG , KATHU, PHUKET 83150;;LA VINTAGE RESORT (ex. Poppa palace);info@poppapalace.com;+66076-345 522;о.Пхукет. Пляж Патонг;Таиланд
102610396325;162/49-50 Moo 2 Chaweng Road Bo Phut Samui;;NORA CHAWENG HOTEL;reservation@norachawenghotel.com;6677913666;о.Самуи;Таиланд
102610001290;124/24 Moo 3, Lamai, Samui, Surathani, Thailand;;PAVILLION SAMUI VILLAS & RESORT;info@pavilionsamui.com;+6677424030;о.Самуи;Таиланд
102610404459;154/3  Moo 2. Chaweng Beach Road Koh Samui Suratthani 84320;;SAMUI ISLAND BEACH RESORT AND HOTEL;info@samuiislandresort.com;006677231318;о.Самуи;Таиланд
102610001287;15 Moo 2 Chaweng Beach Bo Phut Koh Samui Suratthani 84320;;MALIBU RESORT & BEACH CLUB;malibu@loxinfo.co.th;6677231546;о.Самуи;Таиланд
102610001285;91/2-3 Moo 3, Chaweng Noi Beach, Koh Samui, Suratthani 84320, Thailand;;IMPIANA RESORT CHAWENG NOI;info.kohsamui@impiana.com;+66(0)77448994;о.Самуи;Таиланд
102610001282;4 Moo.3 Chaweng Beach , T.Bophut , Koh Samui , Suratthani 84320 Thailand;;FIRST HOUSE;info@samuifirsthouse.com;+66 77 413752-4;о.Самуи;Таиланд
102610314611;124-124/1-2 Moo 3 T.Bophut Koh Samui Suratthani 84320;;THE FAIR HOUSE BEACH RESORT & HOTEL;fairhous@samart.co.th;077422255;о.Самуи;Таиланд
102610314338;Chaweng Beach Koh Samui Surathani Thailand;;CHAWENG RESORT;cwrbkk@samart.co.th;026510016;о.Самуи;Таиланд
102610312132;210 Coral Cove Beach Lamai Koh Samui Suratthani 84310;;CORAL COVE CHALET;reservation@coralcovechalet.com;66774222601;о.Самуи;Таиланд
102610001305;City Square 1091/336 New Petchburi 10400 Bangkok;;BANGKOK PALACE;sales@bangkokpalace.com;6622530510;Бангкок;Таиланд
102610383115;3 Christaki Kranou Street, P.O. Box 52022, 4060 Limassol, Cyprus;;ESTELLA HOTEL APTS;mail@estellacyprus.com;+35725321922;Лимассол;Кипр
102610001632;Dimokritou 3, 5296 P.O. 37034, 5306 Protaras - Paralimni;;SILVER SANDS BEACH HOTEL;;0035723831590;Протарас;Кипр
102610001355;Avenue Ibn Fourat Boite Postale, 13;13;NOVOSTAR PREMIUM BEL AZUR THALASSA & BUNGALOWS;;(+216) 72 280 544;Хаммамет;Тунис
102610416970;PO Box 2015 Male' 20-02;;BAROS MALDIVES;info@baros.com.mv;009606642672;Мальдивский архипелаг;Мальдивы
102610470443;North Male Atoll;;SUMMER ISLAND VILLAGE;1@1.com;;Мальдивский архипелаг;Мальдивы
102610001406;Route Turistique, 8050, North Hammamet, Tunisia;;NOVOSTAR NAHRAWESS THALASSO & WATERPARK RESORT;;(+216) 72 284 077;Хаммамет;Тунис
102610001403;Rue Turistique, 8050 Hammamet, Tunisia;;CLUB NOVOSTAR SOL AZUR BEACH CONGRES;;(+216) 72 279 550;Хаммамет;Тунис
102610012235;Route Touristique, 8050 Hammamet, Tunisia;;SENTIDO LE SULTAN;;(+216) 72 280 588;Хаммамет;Тунис
102610001443;Boulevard du 14 Janvier, 4051 Sousse, Tunisia;;JAZ TOUR KHALEF;;(+216) 73 241 844;Сусс;Тунис
102610469082;Cocoa Island South Male Atoll;;COCOA ISLAND;res@cocoaisland.como.bz;+960 6641818;Мальдивский архипелаг;Мальдивы
102610469152;Furanafushi Island North Malea"" Atoll Malea"" 20-15 Republic of Maldives;;SHERATON FULL MOON RESORT &SPA;sales@fullmoon.com.mv;960442010;;Мальдивы
102610469168;Dhonakulhi Island Haa Alifu Atoll;;HIDEAWAY BEACH RESORT & SPA;reservations@island-hideaway.com;9606501515;Мальдивский архипелаг;Мальдивы
102610469142;Dhidhoofinolhu Island,  South Ari Atoll, Republic of Maldives;;LUX* SOUTH ARI ATOLL;reservation@luxislandresorts.com;+960 668 0901;Мальдивский архипелаг;Мальдивы
102610469231;South Ari Atoll Republic of Maldives;;MIRIHI ISLAND RESORT;info@mirihi.com;9606680500;Мальдивский архипелаг;Мальдивы
102610470433;Champa Building, 3rd Floor Male 20187;;VILAMENDHOO ISLAND RESORT;sales-vilamendhoo@pch.com.mv;9606444487;Мальдивский архипелаг;Мальдивы
102610469245;;;NIKA ISLAND RESORT;22@rt.com;;Мальдивский архипелаг;Мальдивы
102610469252;Veligandu Huraa South Male Atoll P.O. Box 2014 Republic of Maldives;;NALADHU MALDIVES;stay@naladhu.com;6641888;Мальдивский архипелаг;Мальдивы
102610469273;Nalaguraodhoo Lhaviyani Atoll Republic of Maldives;;PALM BEACH RESORT;reservation@sportingholiday.com.mv;+960 6620087;Мальдивский архипелаг;Мальдивы
102610469689;Fonimagoodhoo North East of Baa Atoll Republic of Maldives;;REETHI BEACH RESORT;reservation@reethibeach.com;+960 660 2626;Мальдивский архипелаг;Мальдивы
102610470413;North Male Atoll Thulhaagiri;;THULHAGIRI ISLAND RESORT;1@1.com;;Мальдивский архипелаг;Мальдивы
102610470426;North Ari Atoll Republic of Maldives;;VELIDHU ISLAND RESORT;velidhu@dhivehinetr.net.mv;960450551;Мальдивский архипелаг;Мальдивы
102610969665;175 Cua Dai Road Hoi An Town, Quang Nam;;HOI AN RIVERSIDE RESORT AND SPA;hoianriver@dng.vnn.vn;84510864800;Хой Ан;Вьетнам
102610969057;321 Cua Dai Street Hoi An Town Quang Nam Province;;MERCURE HOI AN ROYAL (ex. HOI AN PACIFIC HOTEL);reservation@hoianpacific.com;845103923777;Хой Ан;Вьетнам
102610968515;01 Cua Dai Street Hoi An Town Quang Nam Province;;HOI AN BEACH RESORT;;84510927011;Хой Ан;Вьетнам
102610970229;Cửa Đại, 330;330;LOTUS;hoianlotus@dng.vnn.vn;845103923357;Хой Ан;Вьетнам
102610974756;83A Ly Thuong Kiet Street Hoan Kiem District Hanoi;;MOVENPICK;;8448222800;Ханой;Вьетнам
102610847058;Huyền Trân Công Chúa, 255;255;SANDY BEACH RESORT;info@sandybeachdanang.com;008451138362;Дананг;Вьетнам
102610846938;1 Nguyen Van Linh Street Hai Chau District Danang;;ONE OPERA DANANG HOTEL (HAGL PLAZA);danangplaza@hagl.com.vn;845113223344;Дананг;Вьетнам
102610846755;238 Bach Dang Street Danang City;;GREEN PLAZA HOTEL;info@greenplazahotel.vn;8405112223399;Дананг;Вьетнам
102610489670;Cayo Largo del Sur Isla de La Juventud;;SOL CAYO LARGO;director.comercial.scl@solmeliacuba.com;525345248260;Cayo Largo del Sur;Куба
102610489711;Calle 37 , # 1, e/ 0 y 2, \r\nPunta Gorda, Cienfuegos, Cuba;;JAGUA managed by Melia;amarilis@grancaribe.gca.tur.cu;(53 43) 55 1003;Сьенфуегос;Куба
102610488684;Beachside, Tran Phu Boulevard, Nha Trang, Khanh Hoa Vietnam;;EVASON ANA MANDARA;reservations-nhatrang@evasonresorts.com;+84 58 352 2222;Нячанг;Вьетнам
102610489737;Jardines del Rey Ciego de Avila Cayo Coco;;SOL CAYO GUILLERMO;ventas1.scc@solmeliacuba.com;525333301280;Кайо-Гильермо;Куба
102610488689;Trần Phú, 12-14;12-14;SUNRISE BEACH RESORT;dosm@sunrisenhatrang.com.vn;008458820999;Нячанг;Вьетнам
102610493547;Boulevard Dominicus · Bayahibe, La Altagracia Higüey · Dominican Rep.;;IBEROSTAR HACIENDA DOMINICUS;reservasbay@iberostar.com.do;+1 (809) 688-36-00;Ла-Романа;Доминиканская Республика
102610488688;26-28 Tran Phu Street Nha Trang;;SHERATON NHATRANG;sheraton.nhatrang@sheraton.com;84582220000;Нячанг;Вьетнам
102610496548;Playa Dominicus Bayahibe, La Romana, Republica Dominicana;;CATALONIA GRAND DOMINICUS;grandominicus.reservas@hoteles-catalonia.es;+1 (809) 616-67-67;Ла-Романа;Доминиканская Республика
102610488685;Ninh Van bay Ninh Hoa Khanh Hoa;;SIX SENSES NINH VAN BAY;;8458522222;Нячанг;Вьетнам
102610346691;Avda. Las Americas y Calle K Varadero Matanzas;;SOL SIRENAS CORAL;ventas1.scs@solmeliacuba.com;525345668070;Варадеро;Куба
102610490690;Ctra. San Pedro- La Romana, Km 12. Republica Dominicana;;GRAND BAHIA PRINCIPE LA ROMANA;info.laromana@bahia-principe.com;+1 (809) 412-10-10;Ла-Романа;Доминиканская Республика
102610488692;50 Tran Phu Street Nha Trang;;NOVOTEL NHATRANG;infonovotelnhatrang@hotmail.com;8458221027;Нячанг;Вьетнам
102610488686;Hon Tre Island, Vinh Nguyen Ward, Nha Trang, Vietnam;;VINPEARL RESORT NHA TRANG;info@vinpearlland.com;+ 84 8 3 9111 177;Нячанг;Вьетнам
102610506379;Playa Bayahibe, La Romana P.O. Box 80 Dominican Republic;;DREAMS LA ROMANA;info.drelr@dreamsresorts.com;+1 (809) 221-8880;Ла-Романа;Доминиканская Республика
102610488694;Trần Phú, 18;18;YASAKA NHATRANG;sg-nthotel@dng.vnn.vn;8458820090;Нячанг;Вьетнам
102610525160;;;CASA DE CAMPO;res1@ccampo.com.do;809-523-3333;Ла-Романа;Доминиканская Республика
102610488690;42 Tran Phu Nha Trang Khanh Hoa Viet Nam;;NHATRANG LODGE;;(84-58) 3.521.500;Нячанг;Вьетнам
102610488687;Song Lo Phuoc Ha Phuoc Dong Nha Trang Khanh Hoa;;DIAMOND BAY RESORT & SPA;info@diamondbayresort.vn;84583711711;Нячанг;Вьетнам
102610978502;32 – 34 Tue Tinh Street Nha Trang;;STARLET;info@starlethotel.com.vn;84.58.3525 060;Нячанг;Вьетнам
102610492849;R4-27, R4-28 HUNG PHUOC 3, PHU MY HUNG, DIST 7, HCMC;;VIEN DONG;viendonghtl@dng.vnn.vn;+(84-8) 54102494 – 54102537 – 54106116 – 54106117;Нячанг;Вьетнам
102610488698;Mui Ne Beach KM 10 Ham Tien Ward Phan Thiet Binh Thuan;;ANANTARA MUINE;info@lanmienresort.com;840623741888;Фантьет;Вьетнам
102610488709;Nguyễn Đình Chiểu, 28;28;TERRACOTTA RESORT;;(84-62) 3847610, (84-62) 3743200;Фантьет;Вьетнам
102610488714;64-66 Nguyen Dinh Chieu St Phan Thiet Ham Tien;;SUNNY BEACH RESORT;sunnybeachresort@vnn.vn;84623741355;Фантьет;Вьетнам
102610488700;Nguyễn Đình Chiểu, 16;16;SEAHORSE RESORT & SPA;bookingonline@seahorseresortvn.com;84623847507;Фантьет;Вьетнам
102610488701;Nguyễn Thông, KM 9;KM 9;VICTORIA PHANTHIET BEACH RESORT;reservation@victoriahotels-asia.com;8488373031;Фантьет;Вьетнам
102610490453;Avenida Sarasota 65 Santo Domingo Ensanche Bellavista;;OCCIDENTAL EL EMBAJADOR;ohrd.embajador@codetel.net.do;8092212131;Санто-Доминго;Доминиканская Республика
102610495485;Rannalhi, South Male Atoll, Republic of Maldives;;ADAARAN CLUB RANNALHI;marketing@adaaran.com.mv;+960-6642688;Мальдивский архипелаг;Мальдивы
102610503118;Km 8 Mui Ne Ward Phan Thiet City Binh Thuan Province;;ROMANA RESORT & SPA;info@romanaresort.com.vn;(84-62)  374 1289;Фантьет;Вьетнам
102610488731;Nguyễn Đình Chiểu, 56-97;56-97;SAIGON MUINE RESORT;info@saigonmuineresort.com;84623847303;Фантьет;Вьетнам
102610495996;Vaadhoo Island Kaafu Atoll;;ADAARAN PRESTIGE VADOO MALDIVES;reserve@vadoo.com.mv;009606643976;Мальдивский архипелаг;Мальдивы
102610488708;Nguyễn Đình Chiểu, Km8;Km8;PHU HAI RESORT;info@phuhairesort.com, phuhairesort@hcm.vnn.vn;(+84)(62) - 3 812 799;Фантьет;Вьетнам
102610488702;8 Nguyen Dinh Chieu St, Ham Tien Phan Thiet Binh Thuan;;ALLEZBOO BEACH RESORT & SPA;info@allezboo.com;84623743777;Фантьет;Вьетнам
102610488713;103 Nguyen Van Thu Mui Ne Dakao Ward District 1 HCMC Vietnam;;PANDANUS RESORT;sales@pandanusresort.com;8489105908;Фантьет;Вьетнам
102610496334;Meedhupparu Island Raa Atoll;;ADAARAN PRESTIGE WATER VILLAS MEEDHUPPARU;reserve@meedhupparu.com.mv;009606581025;Мальдивский архипелаг;Мальдивы
102610488706;Phan Thiet Vietnam;;CHAM VILLAS;reservations@chamvillas.com;+84 62 374 1234;Фантьет;Вьетнам
102610496622;Meedupparu Island Raa Atoll;;ADAARAN SELECT MEEDHUPPARU MALDIVES;1@1.com;6587700;Мальдивский архипелаг;Мальдивы
102610506550;Juan Bautista Vicini s/n Esquina 20 Diciembre Boca Chica;;HOTETUR DOMINICAN BAY;jrecepcion.dominicanbay@hotetur.com;018094122006;Бока Чика;Доминиканская Республика
102610488712;22 Nguyen Dinh Chieu Street District Ham Tien - Mui Ne Phan Thiet 70000 Vietnam;;OCEAN STAR RESORT;sales@oceanstarresort.com,  reservation@oceanstarresort.com;(84-62) 3847 736, 3847 737, 3847 738;Фантьет;Вьетнам
102610496777;North Huvadhoo Atoll Gaafu Alifu Atoll;;PARK HYATT MALDIVES (ex. FORMER ALILA VILLAS HADAHAA);1@1.com;;Мальдивский архипелаг;Мальдивы
102610496802;Dhigufinolhu South Male Atoll;;ANANTARA DHIGU MALDIVES;;+960 664 4100;Мальдивский архипелаг;Мальдивы
102610496808;Veligandu Huraa Island, South Male Atoll, Republic of Maldives;;ANANTARA VELI RESORT AND SPA (only adult 18+);;+ 960 6644100;Мальдивский архипелаг;Мальдивы
102610497660;Alifu Alifu Atoll Halaveli 09130 Malediven;;CONSTANCE HALAVELI RESORT - MALDIVES;;+ 960 666 7000;Мальдивский архипелаг;Мальдивы
102610497969;Irufushi Island, Noonu Atoll, Republic of Maldives;;THE SUN SIYAM IRUFUSHI (ex. IRU FUSHI BEACH & SPA RESORT);;+960 656 05 91;Мальдивский архипелаг;Мальдивы
102610498326;Kuramathi Island, Rasdhoo Atoll, Republic of Maldives;;KURAMATHI ISLAND RESORT;info@kuramathi.com.mv;009606660527;Мальдивский архипелаг;Мальдивы
102610499181;Huvahendhoo Ari Atoll;;LILY BEACH RESORT & SPA;reservations@lilybeachmaldives.com;9606680013;Мальдивский архипелаг;Мальдивы
102610500495;Hembadhu North Male Atoll;;VIVANTA BY TAJ CORAL REEF;vivanta.coralreef@tajhotels.com;9606641948;Мальдивский архипелаг;Мальдивы
102610501025;Noonu Atoll;;ROXY MALDIVES RESORT (ex. ZITAHLI RESORT & SPA, KUDA-FUNAFARU);reservations@zitahlikudafunafaru.com;;Мальдивский архипелаг;Мальдивы
102610369066;C/ El Cortecito Playa Bavaro Punta Cana;;THE ROYAL SUITES TURQUESA BY PALLADIUM (only adults 18+);gteresidente.palace@pallidiumhotelgroup.com;+1 (809) 221-81-49;Пунта-Кана;Доминиканская Республика
102610495892;Playa de Bavaro, Punta Cana, Dominican Republic;;THE RESERVE PARADISUS PALMA REAL;tr.rrpp@paradisuspalmareal.com;+1 (809) 688-50-00;Пунта-Кана;Доминиканская Республика
102610496315;Blvd.  Zona Hotelera, Playa  Juanillo , Cap Cana  51101  Punta Cana, Dominican Republic;;SECRETS CAP CANA (only adults 18+);;1.809.469.7545;Пунта-Кана;Доминиканская Республика
102610505945;Jl. Padma No. 1, Legian - Bali 80361. INDONESIA;;BALI PADMA HOTEL;info@padmaresortbali.com;+(62-361) 752111;Бали (курорт Кута);Индонезия
